row_id,actual,predicted_probability_logistic,predicted_class_logistic,predicted_probability_xgb,predicted_class_xgb,probability_difference,absolute_probability_difference,models_disagree_on_class
2254,0,0.2729605969300023,0,0.16814317,0,-0.10481742693000229,0.10481742693000229,False
1839,0,0.2729605969300023,0,0.16814317,0,-0.10481742693000229,0.10481742693000229,False
2470,0,0.2729605969300023,0,0.16814317,0,-0.10481742693000229,0.10481742693000229,False
2708,0,0.2729605969300023,0,0.16814317,0,-0.10481742693000229,0.10481742693000229,False
2724,0,0.2729605969300023,0,0.16814317,0,-0.10481742693000229,0.10481742693000229,False
2955,0,0.2729605969300023,0,0.16814317,0,-0.10481742693000229,0.10481742693000229,False
4072,0,0.2729605969300023,0,0.16814317,0,-0.10481742693000229,0.10481742693000229,False
1500,0,0.2729605969300023,0,0.16814317,0,-0.10481742693000229,0.10481742693000229,False
3091,1,0.2729605969300023,0,0.16814317,0,-0.10481742693000229,0.10481742693000229,False
3155,1,0.2729605969300023,0,0.16814317,0,-0.10481742693000229,0.10481742693000229,False
3436,0,0.2729605969300023,0,0.16814317,0,-0.10481742693000229,0.10481742693000229,False
3629,0,0.2729605969300023,0,0.16814317,0,-0.10481742693000229,0.10481742693000229,False
3715,0,0.2729605969300023,0,0.16814317,0,-0.10481742693000229,0.10481742693000229,False
3770,0,0.2729605969300023,0,0.16814317,0,-0.10481742693000229,0.10481742693000229,False
3787,1,0.2729605969300023,0,0.16814317,0,-0.10481742693000229,0.10481742693000229,False
4791,0,0.2729605969300023,0,0.16814317,0,-0.10481742693000229,0.10481742693000229,False
2000,1,0.2729605969300023,0,0.16814317,0,-0.10481742693000229,0.10481742693000229,False
5152,0,0.2729605969300023,0,0.16814317,0,-0.10481742693000229,0.10481742693000229,False
5439,0,0.2729605969300023,0,0.16814317,0,-0.10481742693000229,0.10481742693000229,False
488,0,0.2729605969300023,0,0.16814317,0,-0.10481742693000229,0.10481742693000229,False
4955,0,0.2729605969300023,0,0.16814317,0,-0.10481742693000229,0.10481742693000229,False
5246,1,0.2729605969300023,0,0.16814317,0,-0.10481742693000229,0.10481742693000229,False
5747,1,0.2729605969300023,0,0.16814317,0,-0.10481742693000229,0.10481742693000229,False
4908,1,0.2729605969300023,0,0.16814317,0,-0.10481742693000229,0.10481742693000229,False
5213,0,0.2729605969300023,0,0.16814317,0,-0.10481742693000229,0.10481742693000229,False
5814,0,0.2729605969300023,0,0.16814317,0,-0.10481742693000229,0.10481742693000229,False
6032,1,0.6516289627757721,1,0.75630265,1,0.10467368722422787,0.10467368722422787,False
5155,1,0.6516289627757721,1,0.75630265,1,0.10467368722422787,0.10467368722422787,False
5388,1,0.6516289627757721,1,0.75630265,1,0.10467368722422787,0.10467368722422787,False
5165,1,0.6516289627757721,1,0.75630265,1,0.10467368722422787,0.10467368722422787,False
5712,0,0.6516289627757721,1,0.75630265,1,0.10467368722422787,0.10467368722422787,False
4739,1,0.8768191561666936,1,0.7725351,1,-0.10428405616669356,0.10428405616669356,False
2098,1,0.8768191561666936,1,0.7725351,1,-0.10428405616669356,0.10428405616669356,False
5414,1,0.5953161070243558,1,0.697803,1,0.10248689297564417,0.10248689297564417,False
2768,0,0.4774184123713099,0,0.5789623,1,0.10154388762869015,0.10154388762869015,True
2799,1,0.4774184123713099,0,0.5789623,1,0.10154388762869015,0.10154388762869015,True
5125,1,0.4774184123713099,0,0.5789623,1,0.10154388762869015,0.10154388762869015,True
5793,0,0.4774184123713099,0,0.5789623,1,0.10154388762869015,0.10154388762869015,True
5908,0,0.4774184123713099,0,0.5789623,1,0.10154388762869015,0.10154388762869015,True
4381,1,0.4774184123713099,0,0.5789623,1,0.10154388762869015,0.10154388762869015,True
2294,0,0.4774184123713099,0,0.5789623,1,0.10154388762869015,0.10154388762869015,True
372,1,0.4774184123713099,0,0.5789623,1,0.10154388762869015,0.10154388762869015,True
2710,0,0.4774184123713099,0,0.5789623,1,0.10154388762869015,0.10154388762869015,True
3268,1,0.4774184123713099,0,0.5789623,1,0.10154388762869015,0.10154388762869015,True
2722,1,0.4774184123713099,0,0.5789623,1,0.10154388762869015,0.10154388762869015,True
5817,0,0.4774184123713099,0,0.5789623,1,0.10154388762869015,0.10154388762869015,True
2411,1,0.4774184123713099,0,0.5789623,1,0.10154388762869015,0.10154388762869015,True
1935,0,0.4774184123713099,0,0.5789623,1,0.10154388762869015,0.10154388762869015,True
2140,0,0.4774184123713099,0,0.5789623,1,0.10154388762869015,0.10154388762869015,True
5281,0,0.4774184123713099,0,0.5789623,1,0.10154388762869015,0.10154388762869015,True
1991,1,0.8257621366712007,1,0.72624713,1,-0.09951500667120072,0.09951500667120072,False
706,0,0.9260476375528351,1,0.82780135,1,-0.09824628755283515,0.09824628755283515,False
2104,1,0.9260476375528351,1,0.82780135,1,-0.09824628755283515,0.09824628755283515,False
5285,0,0.9260476375528351,1,0.82780135,1,-0.09824628755283515,0.09824628755283515,False
2543,1,0.946499201761406,1,0.8521751,1,-0.09432410176140604,0.09432410176140604,False
2858,1,0.4346120910237269,0,0.52734274,1,0.09273064897627314,0.09273064897627314,True
5649,1,0.4346120910237269,0,0.52734274,1,0.09273064897627314,0.09273064897627314,True
3008,0,0.4346120910237269,0,0.52734274,1,0.09273064897627314,0.09273064897627314,True
834,0,0.4346120910237269,0,0.52734274,1,0.09273064897627314,0.09273064897627314,True
3596,0,0.4346120910237269,0,0.52734274,1,0.09273064897627314,0.09273064897627314,True
1416,0,0.9433144692651984,1,0.8510542,1,-0.09226026926519837,0.09226026926519837,False
5496,0,0.9433144692651984,1,0.8510542,1,-0.09226026926519837,0.09226026926519837,False
2804,1,0.6654222671363806,1,0.573611,1,-0.09181126713638066,0.09181126713638066,False
5829,1,0.9913574505851386,1,0.9004006,1,-0.09095685058513858,0.09095685058513858,False
2179,1,0.6611225705367865,1,0.7511257,1,0.09000312946321354,0.09000312946321354,False
2658,0,0.486993746213914,0,0.5765499,1,0.08955615378608595,0.08955615378608595,True
5195,0,0.486993746213914,0,0.5765499,1,0.08955615378608595,0.08955615378608595,True
3534,1,0.486993746213914,0,0.5765499,1,0.08955615378608595,0.08955615378608595,True
5352,1,0.486993746213914,0,0.5765499,1,0.08955615378608595,0.08955615378608595,True
4081,1,0.486993746213914,0,0.5765499,1,0.08955615378608595,0.08955615378608595,True
1224,1,0.486993746213914,0,0.5765499,1,0.08955615378608595,0.08955615378608595,True
1507,1,0.486993746213914,0,0.5765499,1,0.08955615378608595,0.08955615378608595,True
2812,0,0.486993746213914,0,0.5765499,1,0.08955615378608595,0.08955615378608595,True
239,0,0.486993746213914,0,0.5765499,1,0.08955615378608595,0.08955615378608595,True
3552,1,0.486993746213914,0,0.5765499,1,0.08955615378608595,0.08955615378608595,True
578,0,0.486993746213914,0,0.5765499,1,0.08955615378608595,0.08955615378608595,True
6104,0,0.486993746213914,0,0.5765499,1,0.08955615378608595,0.08955615378608595,True
5901,1,0.486993746213914,0,0.5765499,1,0.08955615378608595,0.08955615378608595,True
4130,0,0.486993746213914,0,0.5765499,1,0.08955615378608595,0.08955615378608595,True
937,0,0.486993746213914,0,0.5765499,1,0.08955615378608595,0.08955615378608595,True
5416,0,0.486993746213914,0,0.5765499,1,0.08955615378608595,0.08955615378608595,True
3169,0,0.486993746213914,0,0.5765499,1,0.08955615378608595,0.08955615378608595,True
4411,1,0.486993746213914,0,0.5765499,1,0.08955615378608595,0.08955615378608595,True
718,0,0.486993746213914,0,0.5765499,1,0.08955615378608595,0.08955615378608595,True
4916,0,0.486993746213914,0,0.5765499,1,0.08955615378608595,0.08955615378608595,True
5072,0,0.486993746213914,0,0.5765499,1,0.08955615378608595,0.08955615378608595,True
767,1,0.486993746213914,0,0.5765499,1,0.08955615378608595,0.08955615378608595,True
3728,1,0.8260366514716188,1,0.7372632,1,-0.08877345147161875,0.08877345147161875,False
4624,1,0.4222805084562859,0,0.5109686,1,0.0886880915437141,0.0886880915437141,True
507,1,0.4222805084562859,0,0.5109686,1,0.0886880915437141,0.0886880915437141,True
5698,1,0.4222805084562859,0,0.5109686,1,0.0886880915437141,0.0886880915437141,True
2278,1,0.4222805084562859,0,0.5109686,1,0.0886880915437141,0.0886880915437141,True
4615,1,0.4222805084562859,0,0.5109686,1,0.0886880915437141,0.0886880915437141,True
5732,0,0.4222805084562859,0,0.5109686,1,0.0886880915437141,0.0886880915437141,True
4388,0,0.4222805084562859,0,0.5109686,1,0.0886880915437141,0.0886880915437141,True
3861,1,0.4222805084562859,0,0.5109686,1,0.0886880915437141,0.0886880915437141,True
5069,1,0.4222805084562859,0,0.5109686,1,0.0886880915437141,0.0886880915437141,True
5756,0,0.4222805084562859,0,0.5109686,1,0.0886880915437141,0.0886880915437141,True
5761,1,0.4222805084562859,0,0.5109686,1,0.0886880915437141,0.0886880915437141,True
1614,1,0.8343917839658128,1,0.7464607,1,-0.08793108396581284,0.08793108396581284,False
5569,1,0.8343917839658128,1,0.7464607,1,-0.08793108396581284,0.08793108396581284,False
73,1,0.8343917839658128,1,0.7464607,1,-0.08793108396581284,0.08793108396581284,False
331,1,0.8343917839658128,1,0.7464607,1,-0.08793108396581284,0.08793108396581284,False
4845,1,0.8343917839658128,1,0.7464607,1,-0.08793108396581284,0.08793108396581284,False
797,1,0.8343917839658128,1,0.7464607,1,-0.08793108396581284,0.08793108396581284,False
5224,1,0.4721985921412168,0,0.55973744,1,0.08753884785878324,0.08753884785878324,True
618,1,0.4721985921412168,0,0.55973744,1,0.08753884785878324,0.08753884785878324,True
895,1,0.4721985921412168,0,0.55973744,1,0.08753884785878324,0.08753884785878324,True
4382,0,0.4721985921412168,0,0.55973744,1,0.08753884785878324,0.08753884785878324,True
3365,0,0.4721985921412168,0,0.55973744,1,0.08753884785878324,0.08753884785878324,True
3048,0,0.4721985921412168,0,0.55973744,1,0.08753884785878324,0.08753884785878324,True
1491,1,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
1501,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
3225,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
5615,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
334,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
3111,1,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
7,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
5637,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
743,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
206,1,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
3043,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
5690,1,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
2028,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
1989,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
2040,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
2085,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
2122,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
39,1,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
6045,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
1874,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
2236,1,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
2282,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
5886,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
142,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
1760,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
5850,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
1735,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
1711,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
5811,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
2487,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
2716,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
5720,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
1544,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
363,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
3293,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
3895,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
4034,1,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
1132,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
4028,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
3585,1,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
3931,1,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
4715,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
5000,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
3277,1,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
888,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
4994,1,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
1124,1,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
5218,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
5002,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
3729,1,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
4587,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
3763,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
1150,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
5173,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
3883,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
5198,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
827,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
729,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
5196,1,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
3390,1,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
420,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
4486,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
5026,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
4429,1,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
4822,1,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
1376,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
5139,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
3305,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
1355,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
737,1,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
4295,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
1272,0,0.375838428444568,0,0.29059476,0,-0.08524366844456799,0.08524366844456799,False
2029,0,0.4569783225504711,0,0.54144865,1,0.08447032744952887,0.08447032744952887,True
4770,1,0.4569783225504711,0,0.54144865,1,0.08447032744952887,0.08447032744952887,True
38,0,0.4569783225504711,0,0.54144865,1,0.08447032744952887,0.08447032744952887,True
2404,1,0.7950593465539475,1,0.7114591,1,-0.08360024655394749,0.08360024655394749,False
5957,0,0.5478914799327439,1,0.63057315,1,0.08268167006725613,0.08268167006725613,False
3574,1,0.5478914799327439,1,0.63057315,1,0.08268167006725613,0.08268167006725613,False
424,1,0.9817234160315996,1,0.9004006,1,-0.08132281603159963,0.08132281603159963,False
1004,0,0.3718145879635556,0,0.45169258,0,0.07987799203644441,0.07987799203644441,False
4507,1,0.3718145879635556,0,0.45169258,0,0.07987799203644441,0.07987799203644441,False
5029,0,0.3718145879635556,0,0.45169258,0,0.07987799203644441,0.07987799203644441,False
3030,1,0.3718145879635556,0,0.45169258,0,0.07987799203644441,0.07987799203644441,False
2434,1,0.3718145879635556,0,0.45169258,0,0.07987799203644441,0.07987799203644441,False
2255,1,0.5851358005861632,1,0.6649559,1,0.07982009941383683,0.07982009941383683,False
1869,1,0.5851358005861632,1,0.6649559,1,0.07982009941383683,0.07982009941383683,False
